Serial,IQ,Bengali,English,Math,Physical_Science,Biology,History,Geography,Stream
1291,93,99,86,63,69,75,87,98,Arts
1292,91,96,91,62,64,60,90,88,Arts
1293,86,93,74,62,67,74,90,96,Arts
1294,89,90,74,66,66,63,90,93,Arts
1295,97,97,74,59,70,63,93,91,Arts
1296,87,97,88,62,60,64,92,94,Arts
1297,99,99,85,58,60,65,99,95,Arts
1298,91,99,85,61,70,70,96,88,Arts
1299,85,88,89,57,70,66,89,89,Arts
1300,96,95,73,56,63,75,85,93,Arts
1301,92,93,77,61,67,69,94,91,Arts
1302,89,98,72,64,68,60,92,99,Arts
1303,86,85,94,59,56,65,99,92,Arts
1304,99,89,92,55,63,71,96,94,Arts
1305,95,88,84,60,60,68,97,89,Arts
1306,97,90,82,57,64,63,100,99,Arts
1307,92,88,92,61,65,71,94,89,Arts
1308,98,96,71,70,55,67,96,88,Arts
1309,95,99,70,55,56,74,87,94,Arts
1310,99,89,72,67,55,61,99,88,Arts
1311,93,85,83,55,70,73,95,97,Arts
1312,90,85,80,55,59,66,100,100,Arts
1313,91,95,77,55,68,73,95,98,Arts
1314,99,92,71,65,55,60,94,89,Arts
1315,92,92,70,59,62,66,90,100,Arts
1316,91,86,79,57,70,73,87,95,Arts
1317,100,92,80,67,58,60,90,91,Arts
1318,95,93,78,69,64,66,95,93,Arts
1319,98,92,91,67,66,63,89,93,Arts
1320,96,91,74,65,62,66,87,98,Arts
1321,97,92,80,64,62,63,85,98,Arts
1322,100,86,72,59,66,75,86,93,Arts
1323,90,99,85,69,68,71,93,96,Arts
1324,96,86,92,65,62,60,95,88,Arts
1325,99,86,82,60,70,64,92,91,Arts
1326,97,98,92,69,64,60,99,97,Arts
1327,90,95,78,59,70,63,95,96,Arts
1328,88,86,73,61,70,72,99,94,Arts
1329,99,91,93,62,57,61,90,95,Arts
1330,94,89,87,56,67,75,100,90,Arts
1331,100,93,83,61,63,61,97,99,Arts
1332,97,86,78,68,56,70,92,91,Arts
1333,86,93,75,69,59,65,98,92,Arts
1334,99,98,75,57,55,60,96,98,Arts
1335,93,91,70,63,63,64,94,93,Arts
1336,93,86,80,67,59,65,97,100,Arts
1337,90,86,77,61,69,73,90,96,Arts
1338,89,91,76,59,69,68,99,91,Arts
1339,98,95,82,60,65,75,99,88,Arts
1340,86,93,82,69,69,63,88,95,Arts
1341,88,99,87,63,66,66,87,95,Arts
1342,96,91,73,62,59,68,96,92,Arts
1343,92,96,79,58,58,64,87,93,Arts
1344,100,99,92,70,68,72,88,88,Arts
1345,98,86,89,68,59,64,98,93,Arts
1346,94,98,73,61,65,75,92,90,Arts
1347,91,92,82,58,61,73,86,98,Arts
1348,98,96,75,68,63,74,97,92,Arts
1349,97,90,79,63,58,70,95,99,Arts
1350,89,86,94,60,67,64,89,96,Arts
1351,91,94,85,56,60,67,96,89,Arts
1352,94,89,94,60,58,63,99,99,Arts
1353,90,86,83,69,64,60,96,96,Arts
1354,100,85,92,69,56,62,94,98,Arts
1355,86,88,77,68,62,65,100,98,Arts
1356,93,87,95,63,59,71,89,93,Arts
1357,93,85,70,57,68,70,98,98,Arts
1358,88,92,83,70,60,61,90,95,Arts
1359,91,92,95,60,64,62,95,99,Arts
1360,99,86,94,63,70,66,96,92,Arts
1361,100,85,88,66,61,62,100,96,Arts
1362,95,87,70,58,55,73,95,97,Arts
1363,88,98,80,57,56,74,90,95,Arts
1364,89,92,88,61,64,73,93,98,Arts
1365,85,87,74,59,57,64,91,92,Arts
1366,91,96,71,62,65,70,85,98,Arts
1367,94,96,80,70,64,72,96,98,Arts
1368,93,92,94,69,62,71,92,100,Arts
1369,96,87,81,56,60,75,100,88,Arts
1370,98,95,95,62,64,73,91,89,Arts
1371,92,99,84,59,55,62,94,92,Arts
1372,85,92,73,61,59,72,92,88,Arts
1373,94,91,78,66,64,66,98,88,Arts
1374,98,93,86,68,58,74,97,94,Arts
1375,90,97,76,67,67,74,97,92,Arts
1376,88,100,87,68,59,68,95,88,Arts
1377,86,88,74,68,69,72,89,96,Arts
1378,94,91,72,67,66,64,86,95,Arts
1379,93,92,71,61,68,72,98,95,Arts
1380,85,90,94,70,59,61,90,88,Arts
1381,96,94,92,67,62,68,87,100,Arts
1382,93,95,85,58,55,62,86,95,Arts
1383,91,92,95,63,68,64,93,97,Arts
1384,92,98,85,55,58,71,96,99,Arts
1385,90,96,74,63,68,68,89,95,Arts
1386,92,90,82,62,59,66,98,97,Arts
1387,90,94,91,55,57,72,88,97,Arts
1388,91,88,92,69,55,60,86,95,Arts
1389,100,86,81,59,59,68,91,96,Arts
1390,92,97,84,62,57,75,97,97,Arts
1391,94,87,91,55,58,62,99,99,Arts
1392,87,100,91,68,70,60,87,90,Arts
1393,94,94,83,64,64,72,97,98,Arts
1394,90,93,73,69,63,60,100,98,Arts
1395,94,95,71,64,65,66,93,99,Arts
1396,97,95,80,60,70,73,86,93,Arts
1397,97,100,84,58,68,75,97,92,Arts
1398,98,90,70,70,67,61,94,95,Arts
1399,87,95,92,65,56,75,93,95,Arts
1400,96,100,93,61,70,74,99,94,Arts
1401,90,98,93,65,68,62,100,100,Arts
1402,88,92,95,65,57,66,94,88,Arts
1403,86,88,83,59,61,60,98,92,Arts
1404,86,95,89,57,68,67,90,92,Arts
1405,91,88,80,56,60,66,87,96,Arts
1406,93,99,91,59,64,69,95,92,Arts
1407,94,94,78,70,68,71,86,96,Arts
1408,96,97,94,58,65,66,98,89,Arts
1409,94,93,90,59,66,69,97,92,Arts
1410,99,85,92,58,59,63,85,97,Arts
1411,86,93,82,66,58,67,94,96,Arts
1412,85,97,78,66,55,70,89,94,Arts
1413,86,85,71,70,65,75,94,94,Arts
1414,86,100,82,68,66,65,88,92,Arts
1415,90,96,74,57,60,68,90,94,Arts
1416,88,93,88,56,61,63,93,95,Arts
1417,100,100,82,67,55,75,90,88,Arts
1418,94,100,74,70,68,72,90,96,Arts
1419,95,97,73,70,57,66,87,98,Arts
1420,96,90,76,67,59,72,94,99,Arts
1421,99,97,95,57,70,66,99,91,Arts
1422,92,91,70,60,56,67,100,95,Arts
1423,97,98,80,61,67,60,87,93,Arts
1424,94,98,74,55,64,61,86,99,Arts
1425,87,89,95,55,56,66,99,94,Arts
1426,91,95,73,59,69,61,96,96,Arts
1427,99,94,90,67,70,61,86,98,Arts
1428,94,97,91,57,59,67,89,90,Arts
1429,98,99,78,59,57,65,85,89,Arts
1430,91,100,90,59,68,65,96,98,Arts
1431,94,95,85,60,58,63,97,94,Arts
1432,89,100,89,62,69,65,93,97,Arts
1433,88,97,84,65,56,62,96,100,Arts
1434,100,96,75,70,59,60,98,95,Arts
1435,100,87,88,69,59,67,99,95,Arts
1436,96,92,87,57,59,63,96,92,Arts
1437,96,94,90,56,58,66,91,91,Arts
1438,100,92,72,65,58,67,88,98,Arts
1439,87,88,71,70,65,60,90,98,Arts
1440,94,98,76,64,56,67,97,91,Arts
1441,94,90,71,60,57,66,88,99,Arts
1442,90,99,94,69,61,75,98,93,Arts
1443,96,99,78,69,56,63,87,90,Arts
1444,90,100,72,57,56,75,96,97,Arts
1445,87,86,90,58,59,61,98,94,Arts
1446,88,86,74,68,65,64,89,94,Arts
1447,99,97,79,68,68,71,90,96,Arts
1448,100,97,73,56,65,63,95,95,Arts
1449,95,87,82,62,62,63,96,89,Arts
1450,92,86,72,58,59,63,90,94,Arts
1451,95,86,70,57,61,72,97,100,Arts
1452,89,90,88,69,58,64,86,95,Arts
1453,96,89,80,64,69,63,88,98,Arts
1454,91,96,82,58,63,64,98,93,Arts
1455,92,90,86,67,68,70,97,98,Arts
1456,92,95,78,63,57,64,94,96,Arts
1457,100,91,76,64,68,64,90,91,Arts
1458,85,88,92,65,59,68,95,89,Arts
1459,95,88,80,67,58,61,98,94,Arts
1460,97,88,79,69,63,68,89,97,Arts
1461,91,97,71,60,61,71,86,100,Arts
1462,85,97,80,60,68,70,99,94,Arts
1463,95,91,94,60,67,69,99,90,Arts
1464,87,88,90,67,60,71,99,96,Arts
1465,94,94,86,63,68,66,93,96,Arts
1466,97,93,93,55,61,75,99,99,Arts
1467,93,90,79,63,59,69,98,94,Arts
1468,86,90,88,63,63,64,85,89,Arts
1469,88,94,84,56,57,63,94,92,Arts
1470,96,97,91,64,62,63,95,92,Arts
1471,89,88,73,62,65,63,87,96,Arts
1472,91,88,93,70,63,66,100,92,Arts
1473,98,99,94,59,61,62,95,98,Arts
1474,93,100,91,57,68,63,93,92,Arts
1475,100,94,94,69,62,73,90,96,Arts
1476,97,86,91,68,60,67,90,89,Arts
1477,97,86,77,61,67,66,86,100,Arts
1478,92,96,73,55,61,75,87,93,Arts
1479,91,94,70,68,61,71,91,91,Arts
1480,97,100,77,55,62,67,96,91,Arts
1481,97,93,85,61,57,73,99,89,Arts
1482,92,88,81,67,61,75,85,90,Arts
1483,86,97,71,63,59,68,87,89,Arts
1484,85,92,95,68,56,75,99,91,Arts
1485,95,95,77,61,68,65,95,100,Arts
1486,93,87,85,59,66,70,87,91,Arts
1487,87,85,89,55,63,68,92,91,Arts
1488,85,94,87,56,66,68,91,97,Arts
1489,95,93,85,59,59,69,85,89,Arts
1490,97,88,77,68,57,63,99,91,Arts
1491,97,98,89,65,61,72,92,95,Arts
1492,92,95,74,62,68,71,95,95,Arts
1493,98,86,95,65,55,63,86,95,Arts
1494,100,88,86,69,61,71,95,99,Arts
1495,87,89,74,62,56,75,91,99,Arts
1496,100,85,77,57,70,69,92,100,Arts
1497,87,86,76,55,56,62,98,91,Arts
1498,86,94,82,56,56,74,99,91,Arts
1499,95,92,94,58,58,60,85,89,Arts
1500,95,89,93,58,69,70,92,91,Arts
1501,90,86,85,57,65,64,87,96,Arts
1502,89,87,78,58,70,62,85,95,Arts
1503,97,91,73,70,70,75,97,98,Arts
1504,85,99,78,62,59,72,85,98,Arts
1505,85,85,90,55,56,60,93,95,Arts
1506,85,92,94,69,69,71,88,88,Arts
1507,92,99,79,55,63,69,98,96,Arts
1508,94,88,93,65,68,67,95,98,Arts
1509,94,100,86,67,60,63,91,98,Arts
1510,97,98,91,60,57,75,87,93,Arts
1511,88,90,86,67,55,73,98,89,Arts
1512,86,94,92,67,65,68,92,88,Arts
1513,92,85,94,66,58,61,91,94,Arts
1514,96,96,84,59,56,70,96,90,Arts
1515,89,91,83,61,67,63,93,94,Arts
1516,98,100,81,65,63,69,95,88,Arts
1517,85,92,90,63,67,64,86,98,Arts
1518,93,86,91,63,66,68,100,88,Arts
1519,93,92,78,57,63,74,94,97,Arts
1520,87,90,75,64,60,71,93,92,Arts
1521,94,99,92,67,55,64,94,96,Arts
1522,94,97,80,61,65,73,88,89,Arts
1523,91,98,70,56,62,65,87,93,Arts
1524,90,99,92,55,62,61,91,93,Arts
1525,85,97,91,56,57,71,89,94,Arts
1526,94,89,76,63,66,73,94,94,Arts
1527,94,90,83,56,59,60,100,97,Arts
1528,86,91,88,61,69,69,95,91,Arts
1529,96,88,76,67,62,61,91,94,Arts
1530,97,94,86,68,58,69,92,98,Arts
1531,85,90,76,62,58,64,93,96,Arts
1532,91,93,91,61,62,63,88,90,Arts
1533,92,87,93,64,59,75,97,88,Arts
1534,91,93,94,68,68,75,95,100,Arts
1535,95,88,79,67,59,63,86,89,Arts
1536,88,95,71,58,57,75,95,90,Arts
1537,95,88,89,55,67,69,96,92,Arts
1538,87,93,81,68,58,60,97,100,Arts
1539,88,86,79,58,66,72,86,97,Arts
1540,88,86,76,58,70,73,98,95,Arts
1541,99,90,91,65,63,62,98,91,Arts
1542,94,93,92,69,65,68,88,95,Arts
1543,95,86,70,60,58,63,85,95,Arts
1544,95,97,72,63,67,62,88,98,Arts
1545,91,100,91,64,65,60,88,98,Arts
1546,91,92,81,58,64,61,92,89,Arts
1547,95,92,82,57,65,65,87,91,Arts
1548,94,92,80,66,67,71,97,93,Arts
1549,85,92,82,60,62,65,98,99,Arts
1550,85,94,94,64,67,65,88,95,Arts
1551,95,87,86,61,60,68,91,90,Arts
1552,95,94,73,62,64,68,91,92,Arts
1553,89,86,94,69,67,65,96,91,Arts
1554,98,90,71,70,59,75,91,95,Arts
1555,99,98,87,59,57,61,99,91,Arts
1556,97,95,75,57,63,66,93,90,Arts
1557,85,86,92,62,60,70,90,94,Arts
1558,93,93,82,68,57,69,86,93,Arts
1559,100,85,75,61,55,70,98,94,Arts
1560,95,100,91,69,70,64,95,89,Arts
1561,93,92,71,63,68,74,93,89,Arts
1562,91,94,79,60,69,68,88,100,Arts
1563,99,87,73,57,70,71,86,99,Arts
1564,93,98,76,60,59,71,99,89,Arts
1565,96,97,86,68,68,69,90,95,Arts
1566,93,88,78,67,60,63,90,100,Arts
1567,97,98,82,62,63,72,86,90,Arts
1568,100,91,73,64,63,71,95,94,Arts
1569,94,93,77,68,70,64,93,97,Arts
1570,99,85,70,55,58,66,98,98,Arts
1571,90,94,74,66,59,66,90,97,Arts
1572,97,84,82,84,85,67,85,78,Commerce
1573,90,87,99,97,85,77,83,81,Commerce
1574,107,84,91,100,70,67,70,80,Commerce
1575,102,81,90,85,78,80,77,70,Commerce
1576,105,92,85,93,74,76,77,84,Commerce
1577,93,95,96,95,83,74,79,75,Commerce
1578,110,91,94,96,83,72,85,78,Commerce
1579,97,88,96,88,80,68,75,85,Commerce
1580,110,88,90,98,72,80,82,79,Commerce
1581,105,82,97,82,70,74,75,72,Commerce
1582,90,83,91,93,71,77,81,78,Commerce
1583,108,87,81,88,70,67,74,76,Commerce
1584,92,81,96,97,79,73,76,77,Commerce
1585,109,90,81,81,74,77,80,70,Commerce
1586,102,92,82,96,73,73,72,71,Commerce
1587,110,89,85,93,79,75,84,79,Commerce
1588,103,90,80,80,74,66,79,82,Commerce
1589,110,91,89,91,85,65,79,70,Commerce
1590,108,91,95,91,84,74,82,80,Commerce
1591,109,85,96,91,78,74,83,78,Commerce
1592,98,84,88,83,77,73,84,71,Commerce
1593,97,93,84,87,73,75,70,81,Commerce
1594,93,94,87,90,80,71,74,82,Commerce
1595,95,83,99,100,76,75,75,73,Commerce
1596,93,82,84,86,74,78,84,84,Commerce
1597,110,94,87,91,83,74,76,70,Commerce
1598,98,81,80,100,76,65,85,85,Commerce
1599,103,93,93,84,71,79,80,79,Commerce
1600,106,87,85,87,79,68,73,84,Commerce
1601,100,86,89,98,71,65,71,79,Commerce
1602,91,85,86,93,77,65,80,73,Commerce
1603,93,83,98,89,78,80,79,73,Commerce
1604,109,86,82,84,73,70,71,76,Commerce
1605,97,84,84,97,82,66,82,79,Commerce
1606,98,93,99,95,80,65,79,83,Commerce
1607,98,81,95,96,72,80,79,83,Commerce
1608,90,95,88,81,80,67,76,83,Commerce
1609,91,92,92,96,81,73,77,80,Commerce
1610,92,83,98,100,70,77,85,80,Commerce
1611,96,81,93,83,82,66,70,82,Commerce
1612,92,95,90,81,83,79,72,75,Commerce
1613,91,88,83,81,83,72,81,83,Commerce
1614,103,90,87,87,78,68,72,77,Commerce
1615,103,92,99,84,73,65,82,84,Commerce
1616,98,92,88,83,72,68,80,82,Commerce
1617,107,90,87,80,73,80,82,85,Commerce
1618,102,82,90,82,77,68,81,78,Commerce
1619,100,90,86,83,72,72,75,70,Commerce
1620,92,94,86,96,78,76,74,78,Commerce
1621,91,93,93,98,77,78,79,82,Commerce
1622,110,95,91,99,82,69,84,84,Commerce
1623,102,95,96,93,75,69,82,81,Commerce
1624,95,84,88,98,80,72,71,85,Commerce
1625,95,88,89,95,70,73,78,80,Commerce
1626,96,86,97,96,81,72,85,76,Commerce
1627,103,93,84,98,76,79,77,71,Commerce
1628,98,92,90,86,77,72,77,73,Commerce
1629,105,87,96,95,74,70,79,80,Commerce
1630,92,81,97,94,83,67,82,74,Commerce
1631,98,88,91,88,81,79,82,77,Commerce
1632,95,90,85,85,82,80,72,77,Commerce
1633,92,95,100,81,80,68,84,82,Commerce
1634,90,83,86,93,78,68,74,79,Commerce
1635,110,94,97,92,78,68,79,72,Commerce
1636,92,83,96,94,81,66,70,75,Commerce
1637,101,85,92,100,74,70,74,82,Commerce
1638,108,83,85,83,74,75,75,76,Commerce
1639,99,85,91,100,79,70,76,83,Commerce
1640,104,92,92,97,78,73,74,71,Commerce
1641,99,81,95,94,78,72,80,84,Commerce
1642,96,81,94,91,74,77,74,73,Commerce
1643,109,85,96,83,81,79,80,76,Commerce
1644,104,97,88,84,80,78,77,75,Commerce
1645,100,81,82,92,83,77,72,79,Commerce
1646,97,97,99,94,84,79,74,76,Commerce
1647,110,94,96,95,80,71,72,74,Commerce
1648,96,98,89,89,72,80,79,73,Commerce
1649,108,81,82,95,70,66,72,76,Commerce
1650,100,99,97,91,73,80,72,76,Commerce
1651,100,85,97,96,82,70,76,75,Commerce
1652,110,80,96,95,85,77,76,77,Commerce
1653,93,94,82,91,71,70,76,73,Commerce
1654,97,89,82,87,71,75,79,79,Commerce
1655,92,98,85,99,72,67,77,74,Commerce
1656,110,96,92,82,77,70,74,73,Commerce
1657,91,84,94,95,77,74,74,70,Commerce
1658,101,83,88,92,81,74,73,77,Commerce
1659,95,89,83,98,84,80,76,70,Commerce
1660,91,96,93,87,76,78,79,74,Commerce
1661,110,89,84,84,75,69,73,75,Commerce
1662,90,96,81,99,78,80,71,75,Commerce
1663,101,99,90,87,73,76,73,74,Commerce
1664,101,84,88,91,81,66,77,72,Commerce
1665,106,81,82,80,70,73,78,74,Commerce
1666,99,85,88,100,77,72,72,77,Commerce
1667,105,100,82,99,76,67,76,71,Commerce
1668,104,81,81,85,76,72,78,75,Commerce
1669,104,92,91,97,85,78,80,78,Commerce
1670,108,90,89,87,84,73,73,77,Commerce
1671,101,90,88,86,72,78,79,80,Commerce
1672,109,95,94,80,73,79,72,77,Commerce
1673,92,90,87,100,79,67,74,77,Commerce
1674,94,98,84,95,78,67,70,76,Commerce
1675,108,94,90,91,84,66,72,77,Commerce
1676,96,95,81,85,75,72,77,75,Commerce
1677,110,90,94,99,84,74,80,71,Commerce
1678,98,95,85,81,84,65,77,71,Commerce
1679,96,87,87,93,74,72,73,77,Commerce
1680,107,83,84,83,72,71,71,80,Commerce
1681,93,87,95,80,78,78,77,70,Commerce
1682,103,83,97,97,74,71,77,75,Commerce
1683,107,82,85,92,74,67,79,75,Commerce
1684,98,82,84,81,83,65,73,80,Commerce
1685,110,97,95,88,73,68,72,73,Commerce
1686,91,98,92,100,83,73,71,80,Commerce
1687,109,98,84,81,73,69,78,80,Commerce
1688,104,100,92,88,81,65,70,79,Commerce
1689,96,84,96,80,70,79,76,72,Commerce
1690,101,97,97,90,76,69,74,80,Commerce
1691,97,89,87,82,78,77,77,72,Commerce
1692,104,100,92,99,72,72,73,70,Commerce
1693,92,85,98,83,81,72,76,72,Commerce
1694,103,80,82,97,82,69,74,73,Commerce
1695,106,84,87,85,84,76,74,80,Commerce
1696,93,88,81,82,71,80,78,80,Commerce
1697,107,91,87,90,72,73,78,74,Commerce
1698,97,93,92,94,70,79,78,72,Commerce
1699,93,81,92,84,75,65,75,75,Commerce
1700,91,96,80,99,80,68,75,80,Commerce
1701,95,93,85,89,80,67,74,74,Commerce
1702,99,92,98,91,76,66,78,72,Commerce
1703,93,88,95,94,80,79,79,75,Commerce
1704,107,94,87,96,80,72,77,75,Commerce
1705,101,94,80,89,71,71,76,77,Commerce
1706,91,90,95,85,77,73,76,71,Commerce
1707,99,95,88,97,83,66,75,70,Commerce
1708,93,96,92,92,75,78,74,73,Commerce
1709,103,83,90,82,83,78,73,76,Commerce
1710,105,80,92,89,73,80,72,80,Commerce
1711,104,87,100,93,74,68,72,79,Commerce
1712,97,96,89,85,77,78,75,72,Commerce
1713,103,82,83,82,83,79,73,72,Commerce
1714,97,99,85,95,72,70,75,74,Commerce
1715,110,94,86,86,72,75,72,74,Commerce
1716,105,94,84,99,83,67,73,79,Commerce
1717,102,93,90,93,84,72,78,72,Commerce
1718,107,93,92,88,83,67,74,78,Commerce
1719,104,81,98,94,80,78,76,73,Commerce
1720,110,92,89,100,73,76,79,72,Commerce
1721,102,93,89,82,70,77,71,80,Commerce
1722,98,98,90,81,78,77,74,71,Commerce
1723,104,86,100,81,77,80,78,79,Commerce
1724,102,82,86,82,77,66,80,80,Commerce
1725,90,94,97,97,83,77,72,78,Commerce
1726,96,93,83,93,79,77,78,73,Commerce
1727,98,90,81,99,75,67,80,72,Commerce
1728,90,94,93,97,76,75,75,76,Commerce
1729,101,92,92,89,75,70,73,77,Commerce
1730,97,97,91,81,85,80,76,80,Commerce
1731,100,85,86,80,78,66,77,71,Commerce
1732,108,82,81,83,72,72,75,76,Commerce
1733,106,98,92,93,83,65,74,74,Commerce
1734,97,94,93,80,72,71,75,80,Commerce
1735,92,84,96,93,72,66,74,74,Commerce
1736,92,89,88,95,79,74,77,72,Commerce
1737,90,86,96,93,72,76,70,74,Commerce
1738,94,96,87,99,78,80,80,71,Commerce
1739,99,86,81,82,81,70,76,73,Commerce
1740,96,91,92,82,73,76,79,75,Commerce
1741,98,96,82,88,82,66,79,70,Commerce
1742,96,92,95,85,76,66,80,79,Commerce
1743,98,99,85,92,83,74,71,73,Commerce
1744,97,83,98,100,84,77,78,75,Commerce
1745,101,89,86,81,78,72,70,78,Commerce
1746,91,82,89,87,80,79,80,80,Commerce
1747,90,88,88,100,81,79,79,80,Commerce
1748,105,92,81,81,76,76,75,71,Commerce
1749,94,97,94,83,78,66,78,80,Commerce
1750,92,94,84,94,81,71,70,76,Commerce
1751,101,83,83,83,72,67,73,75,Commerce
1752,97,94,99,92,84,72,73,71,Commerce
1753,92,81,83,91,73,71,78,77,Commerce
1754,90,94,97,92,83,78,80,76,Commerce
1755,92,87,83,93,77,72,74,80,Commerce
1756,94,87,96,99,75,78,74,74,Commerce
1757,104,96,91,97,74,71,75,74,Commerce
1758,103,91,96,85,82,75,70,76,Commerce
1759,92,98,89,90,73,70,70,78,Commerce
1760,90,89,80,81,77,77,78,80,Commerce
1761,94,88,97,98,70,71,72,78,Commerce
1762,103,84,97,98,83,69,73,78,Commerce
1763,96,85,93,84,78,71,70,75,Commerce
1764,98,99,94,98,85,65,78,79,Commerce
1765,104,81,91,81,70,65,77,75,Commerce
1766,104,92,83,89,77,73,71,72,Commerce
1767,99,85,82,81,73,78,77,70,Commerce
1768,102,84,99,90,78,69,76,76,Commerce
1769,108,80,91,97,83,77,80,73,Commerce
1770,96,100,86,94,80,69,75,70,Commerce
1771,106,100,90,88,74,67,70,77,Commerce
1772,109,85,80,98,72,69,76,75,Commerce
1773,93,85,85,88,78,67,79,75,Commerce
1774,94,95,94,82,80,73,76,71,Commerce
1775,96,83,94,100,83,73,78,70,Commerce
1776,102,90,98,88,83,70,70,71,Commerce
1777,104,88,90,93,78,79,71,73,Commerce
1778,100,82,81,98,73,65,80,71,Commerce
1779,93,98,93,86,80,71,78,70,Commerce
1780,102,87,81,95,73,71,78,76,Commerce
1781,96,84,83,95,81,80,75,80,Commerce
1782,108,83,96,80,77,78,75,80,Commerce
1783,91,85,82,83,71,74,73,77,Commerce
1784,99,81,92,83,78,74,73,75,Commerce
1785,102,99,88,86,82,68,74,73,Commerce
1786,110,90,86,87,83,72,72,75,Commerce
1787,95,83,94,96,75,70,70,72,Commerce
1788,101,94,90,84,78,68,70,77,Commerce
1789,101,85,99,86,77,68,76,79,Commerce
1790,109,96,81,99,84,80,70,71,Commerce
1791,100,85,94,99,84,66,70,74,Commerce
1792,96,98,93,83,76,78,72,70,Commerce
1793,90,81,99,85,85,66,79,75,Commerce
1794,90,94,90,86,82,76,73,71,Commerce
1795,109,90,82,97,83,78,73,73,Commerce
1796,102,87,96,84,70,68,71,75,Commerce
1797,98,98,91,99,85,69,70,79,Commerce
1798,92,92,100,82,83,72,72,80,Commerce
1799,96,91,94,86,81,79,80,77,Commerce
1800,95,84,95,93,72,70,73,77,Commerce
1801,97,85,84,86,80,78,72,80,Commerce
1802,98,83,99,84,85,79,77,75,Commerce
1803,94,98,85,84,83,68,79,73,Commerce
1804,90,99,98,81,71,77,70,77,Commerce
1805,108,80,84,100,74,75,71,77,Commerce
1806,99,99,82,85,84,71,76,79,Commerce
1807,101,96,80,94,74,72,73,70,Commerce
1808,104,91,85,100,74,66,77,73,Commerce
1809,98,94,94,89,85,76,80,73,Commerce
1810,109,80,81,86,73,71,72,76,Commerce
1811,106,93,82,84,74,79,75,80,Commerce
1812,106,85,96,80,72,78,78,76,Commerce
1813,109,84,91,92,81,66,70,80,Commerce
1814,101,90,97,100,70,66,70,77,Commerce
1815,96,83,94,97,74,72,77,80,Commerce
1816,91,92,91,92,82,66,72,74,Commerce
1817,92,90,95,100,78,79,74,76,Commerce
1818,106,82,87,100,82,75,70,77,Commerce
1819,94,80,93,97,78,73,74,78,Commerce
1820,106,85,96,84,73,76,80,72,Commerce
1821,106,97,100,92,72,65,75,72,Commerce
1822,106,89,87,83,70,79,77,73,Commerce
1823,91,84,94,96,71,73,72,74,Commerce
1824,91,89,93,82,77,79,72,79,Commerce
1825,94,91,97,96,85,65,80,70,Commerce
1826,90,81,99,90,70,74,80,76,Commerce
1827,90,92,86,100,77,77,79,78,Commerce
1828,108,87,82,99,82,74,78,77,Commerce
1829,91,81,91,100,76,66,73,74,Commerce
1830,110,99,100,83,84,80,73,73,Commerce
1831,101,80,82,81,77,70,76,76,Commerce
1832,95,84,99,99,81,70,71,74,Commerce
1833,93,88,93,95,75,65,77,76,Commerce
1834,100,96,94,97,81,71,75,70,Commerce
1835,106,88,93,87,83,72,72,70,Commerce
1836,95,90,86,82,84,66,78,79,Commerce
1837,94,94,96,88,84,72,74,72,Commerce
1838,109,85,91,99,78,73,77,80,Commerce
1839,91,82,99,85,72,70,76,71,Commerce
1840,95,96,83,89,79,69,77,71,Commerce
1841,100,84,88,100,73,76,76,76,Commerce
1842,105,91,85,89,82,73,72,79,Commerce
1843,105,97,95,92,75,80,71,71,Commerce
1844,90,93,100,96,77,77,76,80,Commerce
1845,98,100,100,88,74,76,72,73,Commerce
1846,95,90,81,96,72,75,72,71,Commerce
1847,105,88,87,88,75,73,71,75,Commerce
1848,92,81,90,88,73,65,73,77,Commerce
1849,109,91,92,80,78,75,77,79,Commerce
1850,93,82,96,81,82,67,70,73,Commerce
1851,108,82,87,95,72,73,70,74,Commerce
1852,92,80,100,80,73,75,74,73,Commerce
1853,108,87,97,89,76,66,80,72,Commerce
1854,109,87,97,97,76,76,74,74,Commerce
1855,96,90,93,87,81,68,80,78,Commerce
1856,109,88,94,100,81,68,70,77,Commerce
1857,98,84,85,90,73,66,75,77,Commerce
1858,90,93,90,81,75,79,70,77,Commerce
1859,97,82,92,87,81,67,74,77,Commerce
1860,96,100,80,87,82,77,78,76,Commerce
1861,107,84,85,96,72,67,74,77,Commerce
1862,97,84,88,94,75,65,75,80,Commerce
1863,90,98,87,96,81,70,77,77,Commerce
1864,100,93,90,92,71,80,80,77,Commerce
1865,107,83,98,98,77,72,70,79,Commerce
1866,99,92,88,84,71,76,71,76,Commerce
1867,92,89,96,91,80,67,78,70,Commerce
1868,96,97,91,80,76,69,72,73,Commerce
1869,105,87,93,84,78,65,75,73,Commerce
1870,105,87,94,87,70,74,74,74,Commerce
1871,109,86,95,92,77,71,80,79,Commerce
1872,106,87,99,87,76,74,71,75,Commerce
1873,91,93,80,90,75,77,76,73,Commerce
1874,90,98,89,80,75,65,73,71,Commerce
1875,105,85,87,92,75,76,70,75,Commerce
1876,101,80,97,98,78,75,73,77,Commerce
1877,94,94,80,82,71,73,75,77,Commerce
1878,94,80,81,96,70,72,76,76,Commerce
1879,98,96,80,84,82,71,76,75,Commerce
1880,98,80,80,99,81,74,76,71,Commerce
1881,92,94,88,100,75,79,72,76,Commerce
1882,108,81,92,87,79,71,75,80,Commerce
1883,105,93,80,93,80,69,77,74,Commerce
