Serial,IQ,English,Math,Physics,Chemistry,Biology,CS,STREAM
1211,87,77,56,77,79,80,0,ANM-GNM
1212,85,76,57,73,73,84,0,ANM-GNM
1213,88,73,64,78,73,82,0,ANM-GNM
1214,86,79,58,80,72,85,0,ANM-GNM
1215,92,80,56,74,72,76,0,ANM-GNM
1216,88,76,60,71,73,76,0,ANM-GNM
1217,86,80,62,74,80,78,0,ANM-GNM
1218,90,80,61,77,70,85,0,ANM-GNM
1219,90,76,56,74,80,77,0,ANM-GNM
1220,94,71,60,76,80,78,0,ANM-GNM
1221,88,74,60,79,71,81,0,ANM-GNM
1222,90,80,61,71,78,85,0,ANM-GNM
1223,86,76,58,75,79,75,0,ANM-GNM
1224,94,76,60,77,71,80,0,ANM-GNM
1225,86,75,62,71,74,77,0,ANM-GNM
1226,94,71,60,74,78,85,0,ANM-GNM
1227,88,78,60,76,78,84,0,ANM-GNM
1228,92,75,60,72,77,81,0,ANM-GNM
1229,91,75,65,80,70,84,0,ANM-GNM
1230,93,77,65,75,70,76,0,ANM-GNM
1231,92,74,58,80,78,76,0,ANM-GNM
1232,89,76,56,71,80,78,0,ANM-GNM
1233,86,74,60,76,77,75,0,ANM-GNM
1234,89,73,64,76,79,77,0,ANM-GNM
1235,92,77,56,74,78,83,0,ANM-GNM
1236,94,78,58,78,76,81,0,ANM-GNM
1237,93,74,59,74,72,81,0,ANM-GNM
1238,93,72,56,78,72,85,0,ANM-GNM
1239,85,80,56,78,71,78,0,ANM-GNM
1240,93,73,63,75,74,76,0,ANM-GNM
1241,91,71,57,74,72,78,0,ANM-GNM
1242,93,78,63,72,75,80,0,ANM-GNM
1243,92,73,62,73,71,85,0,ANM-GNM
1244,85,80,65,73,72,85,0,ANM-GNM
1245,92,77,65,74,74,77,0,ANM-GNM
1246,92,80,57,74,80,75,0,ANM-GNM
1247,87,75,61,80,80,82,0,ANM-GNM
1248,85,80,61,75,70,79,0,ANM-GNM
1249,92,75,58,74,70,79,0,ANM-GNM
1250,87,77,57,80,79,85,0,ANM-GNM
1251,87,79,56,78,78,78,0,ANM-GNM
1252,85,75,61,76,76,80,0,ANM-GNM
1253,89,71,60,76,70,77,0,ANM-GNM
1254,94,80,64,78,77,83,0,ANM-GNM
1255,91,80,56,77,72,79,0,ANM-GNM
1256,94,71,62,80,77,77,0,ANM-GNM
1257,93,72,60,80,74,85,0,ANM-GNM
1258,91,76,60,78,70,75,0,ANM-GNM
1259,93,79,57,72,76,84,0,ANM-GNM
1260,92,78,58,79,74,80,0,ANM-GNM
1261,86,75,62,71,75,76,0,ANM-GNM
1262,85,71,61,78,75,77,0,ANM-GNM
1263,91,77,57,74,77,75,0,ANM-GNM
1264,91,75,61,74,78,83,0,ANM-GNM
1265,92,76,57,75,71,82,0,ANM-GNM
1266,89,77,57,78,78,76,0,ANM-GNM
1267,87,73,57,75,80,85,0,ANM-GNM
1268,92,80,58,78,79,82,0,ANM-GNM
1269,90,73,57,80,78,83,0,ANM-GNM
1270,87,75,59,71,79,75,0,ANM-GNM
1271,85,76,64,80,79,79,0,ANM-GNM
1272,87,79,61,79,76,82,0,ANM-GNM
1273,89,75,56,76,70,85,0,ANM-GNM
1274,87,71,63,73,76,76,0,ANM-GNM
1275,85,74,62,78,79,78,0,ANM-GNM
1276,89,75,65,79,74,81,0,ANM-GNM
1277,94,80,58,76,75,77,0,ANM-GNM
1278,91,80,56,77,79,79,0,ANM-GNM
1279,91,75,60,71,76,82,0,ANM-GNM
1280,93,77,59,75,74,84,0,ANM-GNM
1281,94,74,65,75,76,77,0,ANM-GNM
1282,94,71,63,80,78,78,0,ANM-GNM
1283,87,75,56,74,72,83,0,ANM-GNM
1284,91,77,65,76,77,81,0,ANM-GNM
1285,85,80,56,77,71,75,0,ANM-GNM
1286,88,80,59,79,80,78,0,ANM-GNM
1287,88,76,63,71,76,78,0,ANM-GNM
1288,89,75,60,76,71,83,0,ANM-GNM
1289,91,74,57,77,73,80,0,ANM-GNM
1290,91,72,61,73,76,83,0,ANM-GNM
1291,88,74,60,78,72,80,0,ANM-GNM
1292,91,80,57,75,71,80,0,ANM-GNM
1293,87,80,58,79,80,79,0,ANM-GNM
1294,90,73,64,75,79,79,0,ANM-GNM
1295,86,80,62,79,76,76,0,ANM-GNM
1296,94,71,62,80,70,82,0,ANM-GNM
1297,93,78,61,74,77,82,0,ANM-GNM
1298,89,75,63,79,72,85,0,ANM-GNM
1299,90,74,59,75,71,75,0,ANM-GNM
1300,88,78,63,80,72,82,0,ANM-GNM
1301,94,77,59,79,74,79,0,ANM-GNM
1302,91,72,63,73,80,76,0,ANM-GNM
1303,93,71,64,74,77,76,0,ANM-GNM
1304,91,74,58,79,79,80,0,ANM-GNM
1305,85,78,58,80,76,85,0,ANM-GNM
1306,85,72,57,76,76,83,0,ANM-GNM
1307,93,73,65,72,76,75,0,ANM-GNM
1308,93,71,58,77,77,80,0,ANM-GNM
1309,88,71,58,72,70,83,0,ANM-GNM
1310,93,73,60,72,73,82,0,ANM-GNM
1311,87,75,60,71,75,85,0,ANM-GNM
1312,91,73,57,73,78,80,0,ANM-GNM
1313,90,71,65,76,71,77,0,ANM-GNM
1314,92,71,61,78,70,82,0,ANM-GNM
1315,93,78,60,79,79,83,0,ANM-GNM
1316,89,80,61,77,71,75,0,ANM-GNM
1317,85,72,56,74,76,83,0,ANM-GNM
1318,87,73,60,76,72,80,0,ANM-GNM
1319,94,72,64,75,79,80,0,ANM-GNM
1320,92,73,65,78,71,78,0,ANM-GNM
1321,90,77,57,71,80,75,0,ANM-GNM
1322,92,71,56,71,76,84,0,ANM-GNM
1323,93,80,65,76,71,82,0,ANM-GNM
1324,88,78,64,80,72,76,0,ANM-GNM
1325,85,80,65,72,80,75,0,ANM-GNM
1326,85,80,64,75,76,76,0,ANM-GNM
1327,94,80,64,71,73,75,0,ANM-GNM
1328,88,72,61,77,70,75,0,ANM-GNM
1329,91,73,63,71,74,83,0,ANM-GNM
1330,86,79,56,74,78,75,0,ANM-GNM
1331,87,77,65,79,77,78,0,ANM-GNM
1332,85,74,59,71,78,84,0,ANM-GNM
1333,89,80,56,74,79,80,0,ANM-GNM
1334,85,75,63,76,78,81,0,ANM-GNM
1335,92,72,56,76,76,76,0,ANM-GNM
1336,85,78,58,78,73,80,0,ANM-GNM
1337,85,74,59,71,74,81,0,ANM-GNM
1338,86,79,63,77,70,84,0,ANM-GNM
1339,86,75,61,71,70,84,0,ANM-GNM
1340,90,79,65,77,72,76,0,ANM-GNM
1341,91,74,62,73,77,76,0,ANM-GNM
1342,89,80,63,78,71,84,0,ANM-GNM
1343,85,75,57,73,73,81,0,ANM-GNM
1344,85,79,65,71,71,75,0,ANM-GNM
1345,87,78,63,78,74,82,0,ANM-GNM
1346,86,73,58,73,78,85,0,ANM-GNM
1347,89,71,62,72,70,77,0,ANM-GNM
1348,94,73,58,71,74,85,0,ANM-GNM
1349,90,74,62,73,78,80,0,ANM-GNM
1350,91,72,57,72,70,83,0,ANM-GNM
1351,88,71,65,72,78,80,0,ANM-GNM
1352,91,77,61,76,77,83,0,ANM-GNM
1353,92,78,58,71,73,81,0,ANM-GNM
1354,85,77,58,72,80,83,0,ANM-GNM
1355,90,75,64,76,79,76,0,ANM-GNM
1356,92,71,62,73,74,82,0,ANM-GNM
1357,89,77,60,74,74,82,0,ANM-GNM
1358,88,77,65,71,80,76,0,ANM-GNM
1359,86,79,62,78,75,78,0,ANM-GNM
1360,90,73,64,77,76,85,0,ANM-GNM
1361,90,79,56,77,77,81,0,ANM-GNM
1362,85,71,62,73,77,85,0,ANM-GNM
1363,93,71,61,80,80,78,0,ANM-GNM
1364,90,74,65,80,71,78,0,ANM-GNM
1365,87,79,64,73,78,80,0,ANM-GNM
1366,88,76,56,72,76,84,0,ANM-GNM
1367,88,73,59,71,73,80,0,ANM-GNM
1368,87,71,64,77,73,84,0,ANM-GNM
1369,94,74,59,77,80,77,0,ANM-GNM
1370,87,79,65,72,77,83,0,ANM-GNM
1371,87,73,58,77,73,84,0,ANM-GNM
1372,88,79,64,78,75,85,0,ANM-GNM
1373,91,77,57,71,74,76,0,ANM-GNM
1374,88,74,59,79,72,80,0,ANM-GNM
1375,93,73,61,77,79,81,0,ANM-GNM
1376,85,80,57,73,80,83,0,ANM-GNM
1377,92,75,63,78,71,77,0,ANM-GNM
1378,91,75,63,77,78,84,0,ANM-GNM
1379,86,73,56,78,79,77,0,ANM-GNM
1380,92,79,58,76,78,81,0,ANM-GNM
1381,85,74,65,79,70,78,0,ANM-GNM
1382,93,75,64,75,79,82,0,ANM-GNM
1383,93,74,60,73,72,81,0,ANM-GNM
1384,86,75,61,73,77,79,0,ANM-GNM
1385,91,77,59,71,75,81,0,ANM-GNM
1386,94,79,65,78,74,77,0,ANM-GNM
1387,87,77,57,72,74,76,0,ANM-GNM
1388,91,75,63,73,75,80,0,ANM-GNM
1389,94,80,61,78,76,76,0,ANM-GNM
1390,93,80,60,78,70,77,0,ANM-GNM
1391,88,77,64,74,78,80,0,ANM-GNM
1392,85,80,56,74,72,79,0,ANM-GNM
1393,86,75,60,75,73,82,0,ANM-GNM
1394,85,73,61,76,79,83,0,ANM-GNM
1395,89,77,60,75,70,85,0,ANM-GNM
1396,89,72,61,77,80,77,0,ANM-GNM
1397,91,79,61,72,79,84,0,ANM-GNM
1398,93,80,62,77,72,77,0,ANM-GNM
1399,93,80,59,80,71,77,0,ANM-GNM
1400,87,71,63,77,71,80,0,ANM-GNM
1401,87,76,62,71,70,75,0,ANM-GNM
1402,87,77,64,77,77,81,0,ANM-GNM
1403,88,78,62,75,72,75,0,ANM-GNM
1404,92,80,58,73,72,79,0,ANM-GNM
1405,90,79,58,73,75,84,0,ANM-GNM
1406,92,72,63,74,77,82,0,ANM-GNM
1407,85,80,60,72,78,78,0,ANM-GNM
1408,92,72,59,72,78,79,0,ANM-GNM
1409,88,75,63,71,73,78,0,ANM-GNM
1410,85,75,61,75,74,78,0,ANM-GNM
1411,92,76,57,74,71,82,0,ANM-GNM
1412,88,73,59,80,80,76,0,ANM-GNM
1413,90,78,59,72,78,75,0,ANM-GNM
1414,92,71,61,73,77,77,0,ANM-GNM
1415,88,76,61,77,72,83,0,ANM-GNM
1416,87,74,56,77,80,78,0,ANM-GNM
1417,93,71,63,74,78,84,0,ANM-GNM
1418,87,77,61,75,72,79,0,ANM-GNM
1419,93,79,58,75,78,76,0,ANM-GNM
1420,86,74,64,76,71,78,0,ANM-GNM
1421,86,74,57,79,79,76,0,ANM-GNM
1422,86,76,63,72,78,76,0,ANM-GNM
1423,90,73,65,75,77,78,0,ANM-GNM
1424,87,76,58,73,78,80,0,ANM-GNM
1425,93,77,60,74,74,81,0,ANM-GNM
1426,88,80,61,80,80,84,0,ANM-GNM
1427,85,80,65,76,80,77,0,ANM-GNM
1428,88,73,61,78,71,77,0,ANM-GNM
1429,85,77,59,71,77,84,0,ANM-GNM
1430,89,73,58,80,75,80,0,ANM-GNM
1431,88,72,59,78,77,77,0,ANM-GNM
1432,92,80,56,77,80,76,0,ANM-GNM
1433,92,74,59,71,74,82,0,ANM-GNM
1434,91,78,56,72,79,79,0,ANM-GNM
1435,87,79,56,73,71,75,0,ANM-GNM
1436,85,77,65,71,75,77,0,ANM-GNM
1437,85,71,61,79,74,84,0,ANM-GNM
1438,87,73,60,78,74,82,0,ANM-GNM
1439,90,79,59,72,70,78,0,ANM-GNM
1440,91,71,58,79,71,81,0,ANM-GNM
1441,90,79,56,77,77,84,0,ANM-GNM
1442,90,78,61,79,72,76,0,ANM-GNM
1443,90,71,57,76,79,81,0,ANM-GNM
1444,87,76,63,76,72,79,0,ANM-GNM
1445,90,75,65,74,77,79,0,ANM-GNM
1446,92,76,60,80,77,80,0,ANM-GNM
1447,86,80,62,80,71,83,0,ANM-GNM
1448,89,75,65,72,77,80,0,ANM-GNM
1449,85,76,57,77,80,82,0,ANM-GNM
1450,85,75,63,75,70,81,0,ANM-GNM
1451,89,75,57,76,75,83,0,ANM-GNM
1452,87,74,59,72,77,78,0,ANM-GNM
1453,88,73,56,75,72,76,0,ANM-GNM
1454,87,73,60,80,77,81,0,ANM-GNM
1455,85,74,64,74,70,80,0,ANM-GNM
1456,85,79,56,79,80,75,0,ANM-GNM
1457,89,72,64,76,80,85,0,ANM-GNM
1458,90,79,63,72,78,83,0,ANM-GNM
1459,87,71,61,71,80,83,0,ANM-GNM
1460,93,71,62,75,78,76,0,ANM-GNM
1461,106,91,76,92,96,96,0,MBBS
1462,103,91,0,88,88,97,0,MBBS
1463,112,93,0,90,94,93,0,MBBS
1464,114,92,0,88,92,98,0,MBBS
1465,110,95,0,90,92,95,0,MBBS
1466,107,100,81,91,89,99,0,MBBS
1467,112,96,0,89,90,95,0,MBBS
1468,104,97,79,88,94,99,0,MBBS
1469,106,94,0,94,93,100,0,MBBS
1470,109,97,0,94,89,94,0,MBBS
1471,102,98,0,93,93,99,0,MBBS
1472,106,91,0,92,89,95,0,MBBS
1473,110,96,75,91,89,100,0,MBBS
1474,110,98,0,88,89,99,0,MBBS
1475,107,95,74,94,90,93,0,MBBS
1476,104,94,0,92,89,94,0,MBBS
1477,103,92,0,94,91,99,0,MBBS
1478,107,96,80,88,96,100,0,MBBS
1479,107,96,0,90,93,96,0,MBBS
1480,102,91,0,88,88,92,0,MBBS
1481,105,99,0,93,95,97,0,MBBS
1482,104,96,0,88,94,92,0,MBBS
1483,101,93,0,88,90,92,0,MBBS
1484,107,94,0,93,88,91,0,MBBS
1485,111,94,82,91,92,93,0,MBBS
1486,113,93,82,88,91,96,0,MBBS
1487,105,100,79,93,95,98,0,MBBS
1488,101,93,76,92,88,99,0,MBBS
1489,115,93,81,90,88,97,0,MBBS
1490,111,94,0,90,91,94,0,MBBS
1491,104,97,0,88,95,96,0,MBBS
1492,100,94,80,91,92,95,0,MBBS
1493,111,99,0,91,89,98,0,MBBS
1494,109,91,75,92,93,91,0,MBBS
1495,105,98,0,88,92,91,0,MBBS
1496,112,97,0,90,89,96,0,MBBS
1497,111,92,0,91,90,100,0,MBBS
1498,108,98,79,88,96,92,0,MBBS
1499,100,91,79,94,94,95,0,MBBS
1500,110,99,0,91,94,91,0,MBBS
1501,110,99,0,93,93,97,0,MBBS
1502,114,92,0,94,95,91,0,MBBS
1503,109,97,0,91,91,94,0,MBBS
1504,115,100,0,90,95,99,0,MBBS
1505,111,93,78,89,91,91,0,MBBS
1506,111,97,74,94,95,94,0,MBBS
1507,115,100,84,92,96,96,0,MBBS
1508,114,99,0,92,90,96,0,MBBS
1509,113,94,0,90,90,98,0,MBBS
1510,113,91,0,91,89,91,0,MBBS
1511,114,92,84,88,90,97,0,MBBS
1512,113,91,0,91,90,91,0,MBBS
1513,102,95,81,90,92,97,0,MBBS
1514,111,95,0,92,92,93,0,MBBS
1515,106,97,77,91,89,98,0,MBBS
1516,103,99,78,92,93,93,0,MBBS
1517,115,99,74,94,92,91,0,MBBS
1518,108,93,75,88,93,98,0,MBBS
1519,102,93,84,94,88,93,0,MBBS
1520,104,93,81,92,92,92,0,MBBS
1521,102,94,0,92,96,91,0,MBBS
1522,106,98,0,89,89,93,0,MBBS
1523,104,96,74,89,88,92,0,MBBS
1524,108,98,0,94,96,92,0,MBBS
1525,106,91,74,93,96,96,0,MBBS
1526,101,98,0,94,96,91,0,MBBS
1527,103,94,0,89,93,92,0,MBBS
1528,108,91,0,92,95,96,0,MBBS
1529,111,98,82,90,88,93,0,MBBS
1530,113,94,81,94,91,94,0,MBBS
1531,101,96,0,92,88,91,0,MBBS
1532,109,98,82,90,95,98,0,MBBS
1533,108,94,81,90,88,97,0,MBBS
1534,109,93,0,89,90,97,0,MBBS
1535,104,99,0,94,91,93,0,MBBS
1536,101,93,78,91,95,100,0,MBBS
1537,103,99,75,88,93,100,0,MBBS
1538,111,92,83,89,94,93,0,MBBS
1539,114,92,83,89,95,92,0,MBBS
1540,111,92,77,91,89,91,0,MBBS
1541,106,96,0,88,95,97,0,MBBS
1542,111,93,0,92,90,97,0,MBBS
1543,112,99,0,93,94,92,0,MBBS
1544,107,94,80,94,90,97,0,MBBS
1545,114,91,74,93,94,98,0,MBBS
1546,102,94,0,92,89,91,0,MBBS
1547,113,91,0,89,93,99,0,MBBS
1548,100,95,83,88,90,97,0,MBBS
1549,103,94,0,89,90,93,0,MBBS
1550,101,98,0,90,96,98,0,MBBS
1551,107,98,83,89,94,97,0,MBBS
1552,103,97,76,89,92,98,0,MBBS
1553,101,93,0,92,94,96,0,MBBS
1554,113,91,0,92,96,99,0,MBBS
1555,105,91,0,92,88,95,0,MBBS
1556,105,93,74,93,94,93,0,MBBS
1557,109,96,84,90,93,93,0,MBBS
1558,103,97,76,92,96,91,0,MBBS
1559,105,96,0,88,88,98,0,MBBS
1560,112,96,0,93,91,92,0,MBBS
1561,114,96,75,91,96,93,0,MBBS
1562,101,93,0,88,91,98,0,MBBS
1563,109,96,0,94,90,98,0,MBBS
1564,111,98,0,94,96,94,0,MBBS
1565,101,92,0,88,89,94,0,MBBS
1566,109,95,83,92,91,95,0,MBBS
1567,113,91,0,91,93,96,0,MBBS
1568,103,91,84,91,89,95,0,MBBS
1569,113,95,0,93,95,97,0,MBBS
1570,114,93,0,91,95,92,0,MBBS
1571,115,94,76,94,88,97,0,MBBS
1572,114,93,0,90,90,100,0,MBBS
1573,107,91,0,92,96,97,0,MBBS
1574,113,91,0,91,92,91,0,MBBS
1575,106,95,82,93,93,97,0,MBBS
1576,111,96,0,94,91,95,0,MBBS
1577,108,93,80,90,89,93,0,MBBS
1578,113,99,0,89,95,93,0,MBBS
1579,107,95,75,89,93,94,0,MBBS
1580,104,98,0,90,92,92,0,MBBS
1581,115,91,0,94,96,92,0,MBBS
1582,112,95,0,93,88,91,0,MBBS
1583,101,93,0,90,92,95,0,MBBS
1584,114,91,80,92,93,94,0,MBBS
1585,104,94,78,92,92,100,0,MBBS
1586,107,95,0,89,93,92,0,MBBS
1587,109,97,0,91,93,93,0,MBBS
1588,108,91,76,93,94,97,0,MBBS
1589,111,93,81,89,91,97,0,MBBS
1590,111,92,78,91,95,94,0,MBBS
1591,111,99,0,91,94,95,0,MBBS
1592,112,100,84,92,96,95,0,MBBS
1593,108,96,0,94,94,96,0,MBBS
1594,112,100,0,88,90,99,0,MBBS
1595,114,93,81,94,90,92,0,MBBS
1596,112,98,0,88,95,95,0,MBBS
1597,100,98,76,90,92,93,0,MBBS
1598,108,92,77,92,91,94,0,MBBS
1599,106,96,0,91,95,100,0,MBBS
1600,108,97,81,93,93,96,0,MBBS
1601,107,92,82,88,89,98,0,MBBS
1602,100,100,76,94,91,91,0,MBBS
1603,111,92,0,91,91,100,0,MBBS
1604,107,100,77,88,93,98,0,MBBS
1605,107,91,0,88,93,97,0,MBBS
1606,114,98,0,88,88,91,0,MBBS
1607,110,91,0,93,95,92,0,MBBS
1608,102,99,74,92,93,93,0,MBBS
1609,100,96,84,93,90,91,0,MBBS
1610,107,97,78,89,96,99,0,MBBS
1611,102,100,81,91,89,98,0,MBBS
1612,102,97,82,92,95,92,0,MBBS
1613,100,100,77,92,90,99,0,MBBS
1614,110,93,82,92,92,97,0,MBBS
1615,104,92,0,94,93,99,0,MBBS
1616,109,99,75,92,93,96,0,MBBS
1617,106,98,80,93,91,96,0,MBBS
1618,109,100,76,92,90,94,0,MBBS
1619,108,97,77,90,91,100,0,MBBS
1620,111,99,82,91,88,100,0,MBBS
1621,106,94,84,92,91,92,0,MBBS
1622,108,94,76,91,88,97,0,MBBS
1623,107,91,0,90,88,95,0,MBBS
1624,111,98,0,90,93,96,0,MBBS
1625,101,93,0,91,92,92,0,MBBS
1626,100,97,75,88,91,95,0,MBBS
1627,115,92,82,89,90,100,0,MBBS
1628,106,92,0,94,88,94,0,MBBS
1629,106,97,78,88,93,99,0,MBBS
1630,113,96,81,88,89,96,0,MBBS
1631,107,93,0,93,95,92,0,MBBS
1632,104,99,74,94,92,91,0,MBBS
1633,102,100,0,94,94,95,0,MBBS
1634,111,96,0,88,89,99,0,MBBS
1635,107,100,0,92,95,96,0,MBBS
1636,105,100,82,93,89,100,0,MBBS
1637,110,96,83,93,91,97,0,MBBS
1638,102,91,80,90,88,95,0,MBBS
1639,100,94,83,94,92,100,0,MBBS
1640,102,100,0,88,96,96,0,MBBS
1641,104,96,81,90,88,95,0,MBBS
1642,114,96,0,91,96,99,0,MBBS
1643,113,95,0,89,95,96,0,MBBS
1644,102,91,0,93,93,98,0,MBBS
1645,100,98,0,91,94,92,0,MBBS
1646,104,95,82,91,90,99,0,MBBS
1647,109,95,76,92,88,95,0,MBBS
1648,106,97,0,89,92,97,0,MBBS
1649,114,94,0,91,89,100,0,MBBS
1650,113,96,0,91,92,91,0,MBBS
1651,106,94,81,89,95,100,0,MBBS
1652,110,93,78,89,96,95,0,MBBS
1653,108,97,0,91,89,100,0,MBBS
1654,114,98,0,89,90,92,0,MBBS
1655,114,94,78,91,90,96,0,MBBS
1656,109,92,0,91,88,91,0,MBBS
1657,109,100,81,92,95,93,0,MBBS
1658,111,93,0,88,93,95,0,MBBS
1659,112,91,74,91,95,94,0,MBBS
1660,102,98,0,90,96,93,0,MBBS
1661,114,93,0,93,92,100,0,MBBS
1662,115,100,0,94,90,95,0,MBBS
1663,106,97,0,88,92,98,0,MBBS
1664,100,100,77,88,92,94,0,MBBS
1665,103,95,80,88,92,91,0,MBBS
1666,112,100,0,92,90,97,0,MBBS
1667,115,95,0,91,91,98,0,MBBS
1668,103,97,84,92,96,93,0,MBBS
1669,113,99,0,91,96,96,0,MBBS
1670,104,95,0,92,89,92,0,MBBS
1671,106,91,81,92,95,97,0,MBBS
1672,106,100,0,93,95,98,0,MBBS
1673,112,100,83,90,94,96,0,MBBS
1674,114,91,77,92,95,96,0,MBBS
1675,110,92,0,93,90,95,0,MBBS
1676,112,96,77,89,93,98,0,MBBS
1677,103,99,0,90,88,91,0,MBBS
1678,112,98,78,92,94,100,0,MBBS
1679,115,95,82,94,88,94,0,MBBS
1680,106,91,83,88,96,94,0,MBBS
1681,110,97,0,89,88,93,0,MBBS
1682,102,95,0,89,88,93,0,MBBS
1683,105,96,0,93,94,94,0,MBBS
1684,111,97,0,89,89,91,0,MBBS
1685,101,93,0,90,92,92,0,MBBS
1686,109,100,78,92,95,99,0,MBBS
1687,112,93,81,92,95,100,0,MBBS
1688,113,95,76,94,90,92,0,MBBS
1689,108,96,0,88,94,95,0,MBBS
1690,104,99,83,93,90,99,0,MBBS
1691,105,95,82,88,93,99,0,MBBS
1692,111,91,80,89,93,98,0,MBBS
1693,111,94,78,94,90,91,0,MBBS
1694,111,95,0,88,94,91,0,MBBS
1695,111,100,74,90,90,99,0,MBBS
1696,103,100,76,92,95,98,0,MBBS
1697,113,95,0,89,91,100,0,MBBS
1698,113,97,0,94,88,99,0,MBBS
1699,110,94,84,88,91,97,0,MBBS
1700,115,91,0,93,94,93,0,MBBS
1701,109,95,77,90,91,93,0,MBBS
1702,106,97,0,90,93,92,0,MBBS
1703,111,100,82,88,96,95,0,MBBS
1704,108,100,0,92,88,93,0,MBBS
1705,106,96,0,88,92,96,0,MBBS
1706,113,95,0,89,94,92,0,MBBS
1707,100,94,0,88,88,93,0,MBBS
1708,100,92,84,90,91,95,0,MBBS
1709,108,94,75,94,93,91,0,MBBS
1710,110,100,78,88,89,91,0,MBBS
1711,113,100,79,92,92,100,0,MBBS
1712,108,93,0,94,88,99,0,MBBS
1713,103,100,74,93,93,97,0,MBBS
1714,112,91,74,91,93,91,0,MBBS
1715,108,98,0,88,91,98,0,MBBS
1716,102,95,0,92,95,93,0,MBBS
1717,106,94,82,94,91,98,0,MBBS
1718,105,98,0,92,95,95,0,MBBS
1719,107,97,83,93,95,91,0,MBBS
1720,110,92,0,90,92,97,0,MBBS
1721,108,91,84,92,91,95,0,MBBS
1722,113,94,83,94,89,96,0,MBBS
1723,104,98,0,92,90,96,0,MBBS
1724,100,92,75,92,90,98,0,MBBS
1725,102,93,76,92,91,99,0,MBBS
1726,109,91,84,89,91,92,0,MBBS
1727,111,91,0,89,92,99,0,MBBS
1728,107,93,78,90,91,100,0,MBBS
1729,114,95,0,88,95,99,0,MBBS
1730,110,93,83,92,93,100,0,MBBS
1731,105,91,0,93,93,100,0,MBBS
1732,115,91,0,88,95,97,0,MBBS
1733,115,98,75,93,94,91,0,MBBS
1734,107,100,0,88,95,97,0,MBBS
1735,108,92,0,90,89,100,0,MBBS
1736,103,93,79,92,96,95,0,MBBS
1737,100,92,75,92,88,96,0,MBBS
1738,113,93,0,91,95,100,0,MBBS
1739,100,97,0,93,91,97,0,MBBS
1740,109,91,79,88,91,95,0,MBBS
1741,103,100,75,88,92,97,0,MBBS
1742,111,98,0,89,95,99,0,MBBS
1743,113,100,0,91,92,93,0,MBBS
1744,106,100,81,94,95,98,0,MBBS
1745,101,100,75,94,88,92,0,MBBS
1746,102,92,79,89,96,97,0,MBBS
1747,100,93,0,89,93,92,0,MBBS
1748,104,99,0,89,90,94,0,MBBS
1749,100,97,81,93,95,97,0,MBBS
1750,107,94,81,93,96,93,0,MBBS
1751,100,100,75,90,93,92,0,MBBS
1752,110,95,75,90,94,100,0,MBBS
1753,100,92,82,89,88,97,0,MBBS
1754,101,98,0,91,92,91,0,MBBS
1755,101,94,82,88,92,98,0,MBBS
1756,111,99,80,93,91,93,0,MBBS
1757,105,95,79,91,93,92,0,MBBS
1758,106,99,0,92,94,93,0,MBBS
1759,104,94,0,93,96,95,0,MBBS
1760,115,100,84,93,88,98,0,MBBS
1761,102,92,75,86,88,93,0,BDS
1762,105,90,0,88,85,87,0,BDS
1763,101,96,76,86,90,94,0,BDS
1764,104,92,0,89,91,94,0,BDS
1765,109,98,0,85,86,87,0,BDS
1766,105,98,77,91,86,85,0,BDS
1767,102,97,75,91,92,86,0,BDS
1768,101,96,73,89,90,85,0,BDS
1769,106,98,71,86,85,88,0,BDS
1770,101,96,79,89,89,86,0,BDS
1771,109,98,75,91,89,92,0,BDS
1772,107,95,76,92,91,91,0,BDS
1773,106,94,0,92,91,87,0,BDS
1774,100,93,0,90,87,90,0,BDS
1775,102,97,73,85,92,86,0,BDS
1776,109,94,78,87,86,91,0,BDS
1777,101,96,79,91,88,88,0,BDS
1778,102,90,0,87,91,89,0,BDS
1779,106,91,0,86,89,90,0,BDS
1780,107,93,70,88,92,85,0,BDS
1781,107,93,0,92,85,89,0,BDS
1782,107,92,0,90,90,92,0,BDS
1783,108,90,74,88,88,88,0,BDS
1784,107,95,74,89,92,92,0,BDS
1785,101,96,0,88,85,85,0,BDS
1786,107,94,71,87,85,85,0,BDS
1787,104,96,0,85,91,94,0,BDS
1788,100,90,0,88,92,86,0,BDS
1789,103,94,72,85,92,86,0,BDS
1790,105,92,76,88,91,89,0,BDS
1791,107,91,0,85,87,94,0,BDS
1792,103,95,77,85,89,89,0,BDS
1793,101,98,0,90,85,85,0,BDS
1794,105,98,0,92,87,90,0,BDS
1795,102,92,74,92,85,90,0,BDS
1796,105,92,0,87,87,93,0,BDS
1797,103,97,0,90,90,86,0,BDS
1798,108,93,0,88,86,90,0,BDS
1799,105,96,75,90,85,87,0,BDS
1800,102,96,0,87,85,88,0,BDS
1801,105,92,80,88,90,93,0,BDS
1802,103,91,0,85,85,87,0,BDS
1803,100,98,0,90,87,91,0,BDS
1804,106,98,72,89,91,91,0,BDS
1805,108,95,76,89,89,89,0,BDS
1806,100,96,0,87,89,91,0,BDS
1807,105,98,0,90,90,85,0,BDS
1808,106,96,0,90,87,87,0,BDS
1809,108,93,74,92,86,86,0,BDS
1810,109,95,0,87,85,92,0,BDS
1811,102,96,0,92,90,90,0,BDS
1812,102,96,0,91,89,93,0,BDS
1813,102,98,0,92,92,89,0,BDS
