Serial,IQ,English,Accountancy,Economics,Buisness Studies,Mathematics,Computer Application,Stream
1069,96,74,84,85,81,71,0,Bcom(H)+CMA
1070,92,71,88,72,75,86,0,Bcom(H)+CMA
1071,98,70,87,84,70,0,87,Bcom(H)+CMA
1072,91,90,85,91,87,0,97,Bcom(H)+CS
1073,96,99,81,95,87,0,92,Bcom(H)+CS
1074,104,98,79,93,90,0,98,Bcom(H)+CS
1075,102,90,81,91,86,0,98,Bcom(H)+CS
1076,97,98,77,89,97,0,87,Bcom(H)+CS
1077,95,92,83,94,89,0,89,Bcom(H)+CS
1078,104,97,80,98,92,0,90,Bcom(H)+CS
1079,105,97,83,98,97,0,92,Bcom(H)+CS
1080,104,97,80,94,90,0,87,Bcom(H)+CS
1081,95,97,85,97,89,0,88,Bcom(H)+CS
1082,99,92,79,98,93,0,88,Bcom(H)+CS
1083,90,94,85,97,93,0,87,Bcom(H)+CS
1084,97,90,84,97,88,0,91,Bcom(H)+CS
1085,91,99,79,95,94,0,97,Bcom(H)+CS
1086,97,93,80,89,95,0,91,Bcom(H)+CS
1087,90,92,76,91,86,0,95,Bcom(H)+CS
1088,102,90,77,86,91,0,95,Bcom(H)+CS
1089,93,98,78,97,95,0,88,Bcom(H)+CS
1090,91,90,76,88,98,0,89,Bcom(H)+CS
1091,92,95,83,91,86,0,97,Bcom(H)+CS
1092,105,94,76,98,98,0,93,Bcom(H)+CS
1093,90,91,84,96,88,0,90,Bcom(H)+CS
1094,95,98,79,95,93,0,93,Bcom(H)+CS
1095,97,100,79,90,92,0,89,Bcom(H)+CS
1096,101,92,85,90,97,0,86,Bcom(H)+CS
1097,91,93,76,96,92,0,92,Bcom(H)+CS
1098,97,99,79,87,89,0,95,Bcom(H)+CS
1099,96,92,76,96,96,0,92,Bcom(H)+CS
1100,102,93,78,92,89,0,98,Bcom(H)+CS
1101,91,93,82,86,97,0,91,Bcom(H)+CS
1102,101,98,81,96,86,0,92,Bcom(H)+CS
1103,101,98,84,96,89,0,97,Bcom(H)+CS
1104,99,100,76,92,93,0,98,Bcom(H)+CS
1105,104,94,76,86,91,0,92,Bcom(H)+CS
1106,99,94,81,86,91,0,94,Bcom(H)+CS
1107,102,97,75,98,96,0,97,Bcom(H)+CS
1108,93,94,76,89,89,0,86,Bcom(H)+CS
1109,93,96,76,91,94,0,87,Bcom(H)+CS
1110,104,91,85,95,91,0,89,Bcom(H)+CS
1111,103,91,75,87,95,0,94,Bcom(H)+CS
1112,98,97,79,89,92,0,93,Bcom(H)+CS
1113,101,96,81,91,95,0,97,Bcom(H)+CS
1114,91,99,85,93,95,0,86,Bcom(H)+CS
1115,95,95,83,93,90,0,98,Bcom(H)+CS
1116,100,100,75,87,98,0,90,Bcom(H)+CS
1117,97,97,82,96,87,0,95,Bcom(H)+CS
1118,90,91,81,97,92,0,98,Bcom(H)+CS
1119,98,92,77,88,89,0,98,Bcom(H)+CS
1120,100,97,82,90,97,0,95,Bcom(H)+CS
1121,102,97,75,98,87,0,95,Bcom(H)+CS
1122,96,90,84,87,91,0,90,Bcom(H)+CS
1123,93,90,84,87,85,0,100,Bcom(H)+CS
1124,102,92,76,95,98,0,98,Bcom(H)+CS
1125,104,91,77,97,88,0,93,Bcom(H)+CS
1126,100,94,83,86,90,0,86,Bcom(H)+CS
1127,97,99,81,97,86,0,89,Bcom(H)+CS
1128,102,95,78,94,94,0,96,Bcom(H)+CS
1129,94,96,84,87,89,0,87,Bcom(H)+CS
1130,96,93,79,87,95,0,88,Bcom(H)+CS
1131,99,96,76,89,94,0,94,Bcom(H)+CS
1132,92,100,85,89,85,0,90,Bcom(H)+CS
1133,96,97,82,86,90,0,96,Bcom(H)+CS
1134,100,100,78,96,90,0,92,Bcom(H)+CS
1135,100,90,83,94,97,0,85,Bcom(H)+CS
1136,97,95,79,97,99,0,94,Bcom(H)+CS
1137,94,97,83,90,99,0,98,Bcom(H)+CS
1138,93,94,78,89,88,0,92,Bcom(H)+CS
1139,97,93,84,90,97,0,95,Bcom(H)+CS
1140,97,91,79,85,92,0,98,Bcom(H)+CS
1141,92,95,83,89,88,0,91,Bcom(H)+CS
1142,95,95,82,93,92,0,100,Bcom(H)+CS
1143,94,100,77,96,99,0,100,Bcom(H)+CS
1144,91,90,75,94,97,0,85,Bcom(H)+CS
1145,97,98,77,98,92,0,86,Bcom(H)+CS
1146,101,100,78,86,89,0,87,Bcom(H)+CS
1147,103,95,76,85,97,0,85,Bcom(H)+CS
1148,95,92,75,98,99,0,98,Bcom(H)+CS
1149,91,93,81,94,88,0,93,Bcom(H)+CS
1150,105,100,82,97,96,0,92,Bcom(H)+CS
1151,101,93,81,95,97,0,86,Bcom(H)+CS
1152,94,92,79,93,86,0,97,Bcom(H)+CS
1153,90,99,75,94,95,0,93,Bcom(H)+CS
1154,101,92,81,93,99,0,91,Bcom(H)+CS
1155,99,92,81,93,87,0,93,Bcom(H)+CS
1156,95,93,83,90,87,0,90,Bcom(H)+CS
1157,102,96,77,92,88,0,90,Bcom(H)+CS
1158,101,93,83,98,88,0,95,Bcom(H)+CS
1159,98,98,75,95,94,0,98,Bcom(H)+CS
1160,90,90,75,97,95,0,88,Bcom(H)+CS
1161,100,97,78,85,95,0,94,Bcom(H)+CS
1162,100,96,83,94,89,0,94,Bcom(H)+CS
1163,104,91,80,88,88,0,97,Bcom(H)+CS
1164,99,97,85,85,95,0,97,Bcom(H)+CS
1165,105,90,77,92,98,0,86,Bcom(H)+CS
1166,101,100,75,85,94,0,91,Bcom(H)+CS
1167,101,98,78,87,92,0,89,Bcom(H)+CS
1168,105,98,83,97,90,0,95,Bcom(H)+CS
1169,104,91,77,88,90,0,90,Bcom(H)+CS
1170,103,96,83,92,92,0,86,Bcom(H)+CS
1171,103,99,81,90,91,0,100,Bcom(H)+CS
1172,104,92,78,98,99,0,89,Bcom(H)+CS
1173,103,96,77,94,94,0,94,Bcom(H)+CS
1174,92,99,84,96,98,0,88,Bcom(H)+CS
1175,101,98,79,91,95,0,93,Bcom(H)+CS
1176,96,93,79,98,96,0,90,Bcom(H)+CS
1177,93,90,77,92,94,0,86,Bcom(H)+CS
1178,105,91,83,86,97,0,85,Bcom(H)+CS
1179,98,90,78,97,92,0,89,Bcom(H)+CS
1180,92,94,85,94,98,0,93,Bcom(H)+CS
1181,94,94,79,98,86,0,90,Bcom(H)+CS
1182,92,100,78,95,93,0,94,Bcom(H)+CS
1183,96,96,79,92,85,0,96,Bcom(H)+CS
1184,94,98,81,87,99,0,91,Bcom(H)+CS
1185,98,98,83,91,92,0,89,Bcom(H)+CS
1186,96,92,81,87,96,0,94,Bcom(H)+CS
1187,91,92,79,91,95,0,90,Bcom(H)+CS
1188,93,92,84,98,96,0,89,Bcom(H)+CS
1189,98,93,84,95,96,0,95,Bcom(H)+CS
1190,101,97,81,96,88,0,93,Bcom(H)+CS
1191,103,95,84,97,100,0,99,Bcom(H)+CS
1192,91,97,79,86,88,0,90,Bcom(H)+CS
1193,99,90,77,94,89,0,95,Bcom(H)+CS
1194,98,97,81,90,92,0,92,Bcom(H)+CS
1195,99,93,85,87,89,0,86,Bcom(H)+CS
1196,94,100,85,87,92,0,96,Bcom(H)+CS
1197,91,90,76,93,99,0,97,Bcom(H)+CS
1198,93,97,83,91,94,0,93,Bcom(H)+CS
1199,101,93,84,89,85,0,89,Bcom(H)+CS
1200,104,95,84,96,96,0,91,Bcom(H)+CS
1201,101,97,75,94,99,0,94,Bcom(H)+CS
1202,96,93,80,91,94,0,97,Bcom(H)+CS
1203,101,92,81,93,93,0,85,Bcom(H)+CS
1204,102,98,82,85,90,0,94,Bcom(H)+CS
1205,97,92,84,91,87,0,89,Bcom(H)+CS
1206,104,98,83,90,97,0,96,Bcom(H)+CS
1207,92,91,76,94,98,0,98,Bcom(H)+CS
1208,103,91,85,98,92,0,94,Bcom(H)+CS
1209,90,91,84,96,93,0,98,Bcom(H)+CS
1210,93,95,76,93,90,0,100,Bcom(H)+CS
1211,91,92,79,85,95,0,86,Bcom(H)+CS
1212,97,98,79,97,91,0,96,Bcom(H)+CS
1213,93,93,80,88,85,0,90,Bcom(H)+CS
1214,91,90,77,93,98,0,95,Bcom(H)+CS
1215,103,93,82,88,89,0,85,Bcom(H)+CS
1216,95,90,75,94,89,0,87,Bcom(H)+CS
1217,95,94,80,87,94,0,89,Bcom(H)+CS
1218,99,93,78,93,98,0,88,Bcom(H)+CS
1219,93,97,75,97,88,0,87,Bcom(H)+CS
1220,95,97,81,86,90,0,94,Bcom(H)+CS
1221,102,96,83,88,91,0,97,Bcom(H)+CS
1222,104,92,78,90,93,0,89,Bcom(H)+CS
1223,91,90,78,86,85,0,95,Bcom(H)+CS
1224,99,90,80,92,99,0,92,Bcom(H)+CS
1225,101,100,77,92,90,0,95,Bcom(H)+CS
1226,91,92,80,85,91,0,100,Bcom(H)+CS
1227,99,95,81,96,87,0,88,Bcom(H)+CS
1228,103,96,85,87,92,0,85,Bcom(H)+CS
1229,93,95,84,94,99,0,95,Bcom(H)+CS
1230,103,95,84,93,89,0,91,Bcom(H)+CS
1231,104,95,77,89,99,0,92,Bcom(H)+CS
1232,105,92,81,90,93,0,87,Bcom(H)+CS
1233,104,95,77,88,89,0,90,Bcom(H)+CS
1234,97,97,76,94,93,0,86,Bcom(H)+CS
1235,103,100,84,86,94,0,91,Bcom(H)+CS
1236,96,100,78,95,88,0,99,Bcom(H)+CS
1237,101,91,82,92,93,0,92,Bcom(H)+CS
1238,98,94,83,95,89,0,90,Bcom(H)+CS
1239,103,90,81,97,94,0,90,Bcom(H)+CS
1240,97,90,75,90,93,0,89,Bcom(H)+CS
1241,94,94,77,89,87,0,92,Bcom(H)+CS
1242,105,92,83,93,99,0,85,Bcom(H)+CS
1243,102,93,75,85,88,0,94,Bcom(H)+CS
1244,91,92,83,89,93,0,88,Bcom(H)+CS
1245,104,90,82,90,94,0,99,Bcom(H)+CS
1246,94,90,75,89,95,0,88,Bcom(H)+CS
1247,97,94,80,90,90,0,87,Bcom(H)+CS
1248,99,95,79,90,86,0,87,Bcom(H)+CS
1249,98,92,80,91,91,0,88,Bcom(H)+CS
1250,101,98,84,88,86,0,95,Bcom(H)+CS
1251,101,94,79,98,95,0,85,Bcom(H)+CS
1252,101,97,80,95,86,0,98,Bcom(H)+CS
1253,102,90,79,98,95,0,95,Bcom(H)+CS
1254,98,94,85,98,85,0,97,Bcom(H)+CS
1255,102,92,79,98,100,0,95,Bcom(H)+CS
1256,104,90,78,92,95,0,86,Bcom(H)+CS
1257,102,93,77,91,95,0,93,Bcom(H)+CS
1258,90,94,77,93,96,0,94,Bcom(H)+CS
1259,98,96,78,91,95,0,86,Bcom(H)+CS
1260,96,90,83,87,87,0,89,Bcom(H)+CS
1261,98,92,76,87,90,0,93,Bcom(H)+CS
1262,97,91,83,92,92,0,93,Bcom(H)+CS
1263,90,98,75,89,93,0,92,Bcom(H)+CS
1264,101,99,75,88,91,0,85,Bcom(H)+CS
1265,97,95,79,92,88,0,85,Bcom(H)+CS
1266,97,99,80,90,90,0,93,Bcom(H)+CS
1267,104,92,80,86,89,0,97,Bcom(H)+CS
1268,100,97,77,88,92,0,95,Bcom(H)+CS
1269,92,97,81,96,85,0,92,Bcom(H)+CS
1270,90,91,83,95,85,0,94,Bcom(H)+CS
1271,97,95,85,88,97,0,93,Bcom(H)+CS
1272,92,96,84,90,99,0,91,Bcom(H)+CS
1273,92,91,82,90,95,0,87,Bcom(H)+CS
1274,90,100,80,85,90,0,87,Bcom(H)+CS
1275,100,99,82,98,94,0,86,Bcom(H)+CS
1276,94,91,79,92,96,0,89,Bcom(H)+CS
1277,99,99,82,90,86,0,96,Bcom(H)+CS
1278,96,90,84,87,89,0,96,Bcom(H)+CS
1279,99,97,78,98,85,0,87,Bcom(H)+CS
1280,98,90,84,93,91,0,98,Bcom(H)+CS
1281,101,98,82,86,85,0,90,Bcom(H)+CS
1282,96,100,84,95,88,0,86,Bcom(H)+CS
1283,98,95,76,92,93,0,96,Bcom(H)+CS
1284,97,96,79,94,85,0,87,Bcom(H)+CS
1285,101,99,83,87,88,0,89,Bcom(H)+CS
1286,91,96,78,97,90,0,96,Bcom(H)+CS
1287,90,99,85,96,90,0,95,Bcom(H)+CS
1288,105,92,80,89,96,0,95,Bcom(H)+CS
1289,96,91,75,90,99,0,85,Bcom(H)+CS
1290,96,98,83,94,97,0,97,Bcom(H)+CS
1291,103,97,75,90,92,0,85,Bcom(H)+CS
1292,97,99,79,88,85,0,94,Bcom(H)+CS
1293,94,96,78,87,91,0,93,Bcom(H)+CS
1294,92,98,77,88,85,0,91,Bcom(H)+CS
1295,101,93,80,85,100,0,85,Bcom(H)+CS
1296,97,93,76,88,97,0,99,Bcom(H)+CS
1297,95,90,77,85,98,0,96,Bcom(H)+CS
1298,100,97,79,96,91,0,98,Bcom(H)+CS
1299,92,92,83,85,87,0,100,Bcom(H)+CS
1300,90,96,76,94,95,0,92,Bcom(H)+CS
1301,92,91,84,98,92,0,87,Bcom(H)+CS
1302,94,91,82,90,87,0,92,Bcom(H)+CS
1303,104,96,76,89,98,0,99,Bcom(H)+CS
1304,103,95,85,98,100,0,89,Bcom(H)+CS
1305,92,92,79,95,98,0,85,Bcom(H)+CS
1306,90,98,81,88,97,0,91,Bcom(H)+CS
1307,94,99,82,97,85,0,89,Bcom(H)+CS
1308,99,95,75,95,97,0,90,Bcom(H)+CS
1309,96,99,80,87,97,0,100,Bcom(H)+CS
1310,104,99,75,85,98,0,90,Bcom(H)+CS
1311,103,95,76,90,100,0,92,Bcom(H)+CS
1312,96,90,75,86,92,0,93,Bcom(H)+CS
1313,100,93,85,92,87,0,86,Bcom(H)+CS
1314,98,99,79,94,86,0,93,Bcom(H)+CS
1315,104,95,84,89,85,0,96,Bcom(H)+CS
1316,104,95,83,91,98,0,99,Bcom(H)+CS
1317,99,100,80,94,87,0,95,Bcom(H)+CS
1318,99,94,85,96,99,0,94,Bcom(H)+CS
1319,101,90,85,86,86,0,93,Bcom(H)+CS
1320,102,97,75,97,86,0,97,Bcom(H)+CS
1321,92,94,75,92,90,0,94,Bcom(H)+CS
1322,104,94,76,86,96,0,99,Bcom(H)+CS
1323,105,96,83,88,85,0,100,Bcom(H)+CS
1324,96,93,77,85,86,0,94,Bcom(H)+CS
1325,90,95,75,89,98,0,100,Bcom(H)+CS
1326,93,93,79,93,90,0,91,Bcom(H)+CS
1327,102,92,81,85,87,0,85,Bcom(H)+CS
1328,105,96,80,93,99,0,91,Bcom(H)+CS
1329,93,97,75,95,88,0,94,Bcom(H)+CS
1330,103,93,79,92,85,0,89,Bcom(H)+CS
1331,94,91,79,90,92,0,90,Bcom(H)+CS
1332,96,99,80,91,97,0,94,Bcom(H)+CS
1333,96,92,77,87,91,0,91,Bcom(H)+CS
1334,102,90,79,98,91,0,98,Bcom(H)+CS
1335,104,97,81,85,87,0,99,Bcom(H)+CS
1336,100,92,79,89,100,0,89,Bcom(H)+CS
1337,102,99,79,98,94,0,91,Bcom(H)+CS
1338,93,96,79,96,94,0,93,Bcom(H)+CS
1339,102,99,84,96,87,0,87,Bcom(H)+CS
1340,105,94,84,86,98,0,100,Bcom(H)+CS
1341,96,99,77,98,86,0,92,Bcom(H)+CS
1342,100,94,75,89,96,0,86,Bcom(H)+CS
1343,92,96,79,92,85,0,95,Bcom(H)+CS
1344,95,98,83,95,91,0,91,Bcom(H)+CS
1345,101,94,75,93,91,0,97,Bcom(H)+CS
1346,91,90,77,86,96,0,86,Bcom(H)+CS
1347,99,99,78,96,100,0,99,Bcom(H)+CS
1348,102,99,75,87,86,0,98,Bcom(H)+CS
1349,103,90,75,87,91,0,88,Bcom(H)+CS
1350,98,91,82,85,97,0,91,Bcom(H)+CS
1351,94,95,76,92,92,0,87,Bcom(H)+CS
1352,95,98,82,90,85,0,86,Bcom(H)+CS
1353,101,97,81,96,93,0,95,Bcom(H)+CS
1354,101,94,84,97,91,0,94,Bcom(H)+CS
1355,101,90,84,92,87,0,91,Bcom(H)+CS
1356,101,96,76,95,92,0,85,Bcom(H)+CS
1357,93,94,80,93,91,0,98,Bcom(H)+CS
1358,103,95,80,89,95,0,99,Bcom(H)+CS
1359,103,96,77,98,99,0,92,Bcom(H)+CS
1360,100,92,85,96,97,0,87,Bcom(H)+CS
1361,105,99,76,98,92,0,96,Bcom(H)+CS
1362,99,92,75,87,90,0,96,Bcom(H)+CS
1363,96,94,80,89,93,0,97,Bcom(H)+CS
1364,101,95,79,89,99,0,86,Bcom(H)+CS
1365,98,98,85,89,89,0,87,Bcom(H)+CS
1366,96,94,83,87,87,0,89,Bcom(H)+CS
1367,103,90,75,95,87,0,95,Bcom(H)+CS
1368,90,93,81,98,85,0,92,Bcom(H)+CS
1369,90,94,79,94,96,0,94,Bcom(H)+CS
1370,98,99,79,98,99,0,91,Bcom(H)+CS
1371,100,99,76,88,92,0,91,Bcom(H)+CS
1372,103,94,85,93,86,0,96,Bcom(H)+CS
1373,98,96,77,97,87,0,91,Bcom(H)+CS
1374,93,93,81,94,100,0,99,Bcom(H)+CS
1375,102,90,80,93,92,0,92,Bcom(H)+CS
1376,98,94,76,86,98,0,85,Bcom(H)+CS
1377,92,96,80,92,100,0,88,Bcom(H)+CS
1378,96,99,76,92,92,0,97,Bcom(H)+CS
1379,95,99,76,91,98,0,90,Bcom(H)+CS
1380,97,95,76,92,95,0,93,Bcom(H)+CS
1381,100,94,85,98,100,0,97,Bcom(H)+CS
1382,98,93,77,87,88,0,86,Bcom(H)+CS
1383,103,91,76,97,88,0,85,Bcom(H)+CS
1384,94,93,78,90,89,0,100,Bcom(H)+CS
1385,90,99,83,85,90,0,97,Bcom(H)+CS
1386,92,99,80,91,89,0,94,Bcom(H)+CS
1387,99,92,75,85,98,0,96,Bcom(H)+CS
1388,101,99,82,93,99,0,98,Bcom(H)+CS
1389,97,90,81,85,91,0,86,Bcom(H)+CS
1390,104,97,84,85,100,0,91,Bcom(H)+CS
1391,100,94,77,91,86,0,87,Bcom(H)+CS
1392,95,93,75,86,91,0,94,Bcom(H)+CS
1393,105,97,79,98,94,0,86,Bcom(H)+CS
1394,105,96,78,89,91,0,98,Bcom(H)+CS
1395,97,91,84,92,85,0,95,Bcom(H)+CS
1396,98,90,82,92,91,0,91,Bcom(H)+CS
1397,93,100,75,87,89,0,97,Bcom(H)+CS
1398,90,93,84,91,87,0,97,Bcom(H)+CS
1399,103,97,75,87,100,0,86,Bcom(H)+CS
1400,90,91,78,90,97,0,100,Bcom(H)+CS
1401,99,92,82,90,87,0,100,Bcom(H)+CS
1402,93,90,79,87,88,0,87,Bcom(H)+CS
1403,101,90,76,91,97,0,95,Bcom(H)+CS
1404,103,92,80,87,96,0,91,Bcom(H)+CS
1405,96,100,79,92,86,0,98,Bcom(H)+CS
1406,91,94,76,94,86,0,88,Bcom(H)+CS
1407,92,92,85,88,85,0,97,Bcom(H)+CS
1408,90,90,85,97,99,0,98,Bcom(H)+CS
1409,94,90,85,85,89,0,85,Bcom(H)+CS
1410,90,97,77,88,88,0,97,Bcom(H)+CS
1411,97,99,83,98,95,0,98,Bcom(H)+CS
1412,90,100,81,91,94,0,89,Bcom(H)+CS
1413,100,91,81,95,99,0,96,Bcom(H)+CS
1414,90,92,85,88,86,0,93,Bcom(H)+CS
1415,91,91,80,97,87,0,100,Bcom(H)+CS
1416,91,92,82,90,91,0,92,Bcom(H)+CS
1417,101,96,78,93,91,0,96,Bcom(H)+CS
1418,95,90,82,85,96,0,99,Bcom(H)+CS
1419,96,99,78,97,88,0,93,Bcom(H)+CS
1420,94,97,82,89,89,0,94,Bcom(H)+CS
1421,105,99,83,95,89,0,98,Bcom(H)+CS
1422,93,92,72,86,83,0,82,BBA
1423,91,89,77,94,91,0,84,BBA
1424,93,92,65,91,94,0,91,BBA
1425,93,85,68,87,82,0,82,BBA
1426,94,92,79,88,90,0,94,BBA
1427,98,83,75,90,84,0,93,BBA
1428,98,91,78,82,89,0,91,BBA
1429,96,88,74,83,87,0,92,BBA
1430,94,90,61,86,89,0,92,BBA
1431,98,87,66,89,89,0,88,BBA
1432,93,85,71,83,87,0,83,BBA
1433,100,95,61,87,86,0,86,BBA
1434,99,82,65,92,89,0,87,BBA
1435,90,84,62,90,95,0,89,BBA
1436,90,87,64,89,92,0,84,BBA
1437,99,87,66,90,82,0,90,BBA
1438,92,89,65,95,85,0,85,BBA
1439,95,86,71,89,82,0,94,BBA
1440,99,85,73,89,93,0,93,BBA
1441,90,94,65,95,94,0,84,BBA
1442,99,89,78,83,86,0,83,BBA
1443,90,86,73,83,86,0,86,BBA
1444,97,93,73,84,83,0,82,BBA
1445,93,93,80,92,90,0,92,BBA
1446,97,85,68,83,86,0,94,BBA
1447,98,94,68,86,92,0,94,BBA
1448,90,91,72,95,83,0,93,BBA
1449,97,82,66,93,93,0,90,BBA
1450,95,90,80,92,91,0,95,BBA
1451,98,86,72,88,86,0,86,BBA
1452,94,91,79,84,84,0,87,BBA
1453,100,92,80,86,82,0,94,BBA
1454,96,93,60,90,89,0,85,BBA
1455,90,85,72,88,93,0,83,BBA
1456,93,92,75,91,88,0,94,BBA
1457,90,85,79,82,87,0,94,BBA
1458,98,86,71,85,86,0,91,BBA
1459,94,88,77,86,95,0,86,BBA
1460,93,95,75,94,89,0,93,BBA
1461,91,92,73,84,82,0,93,BBA
1462,92,95,71,91,82,0,93,BBA
1463,100,81,65,85,87,0,86,BBA
1464,96,91,79,83,82,0,80,BBA
1465,93,80,72,81,87,0,86,BBA
1466,90,81,79,92,80,0,80,BBA
1467,94,80,75,93,84,0,81,BBA
1468,98,80,77,83,83,0,94,BBA
1469,97,88,69,80,84,0,83,BBA
1470,98,92,67,86,87,0,80,BBA
1471,99,93,77,81,89,0,90,BBA
1472,98,80,80,92,94,0,91,BBA
1473,96,92,60,81,93,0,90,BBA
1474,93,83,67,88,83,0,94,BBA
1475,94,89,65,84,90,0,90,BBA
1476,90,85,64,81,83,0,88,BBA
1477,90,86,74,90,94,0,91,BBA
1478,92,81,74,88,82,0,85,BBA
1479,97,85,61,88,86,0,92,BBA
1480,91,86,60,80,82,0,80,BBA
1481,93,89,70,90,91,0,80,BBA
1482,91,93,69,82,82,0,85,BBA
1483,94,89,77,83,90,0,83,BBA
1484,98,81,77,93,89,0,83,BBA
1485,90,94,76,86,84,0,95,BBA
1486,94,81,67,89,84,0,94,BBA
1487,98,89,74,83,93,0,90,BBA
1488,90,86,67,81,85,0,94,BBA
1489,98,91,76,86,95,0,85,BBA
1490,97,80,71,85,87,0,94,BBA
1491,93,87,67,82,95,0,93,BBA
1492,100,90,73,85,89,0,91,BBA
1493,99,92,63,90,85,0,90,BBA
1494,94,82,60,94,94,0,86,BBA
1495,94,90,60,85,95,0,88,BBA
1496,100,85,78,91,95,0,89,BBA
1497,95,88,75,84,91,0,95,BBA
1498,96,85,73,83,80,0,84,BBA
1499,97,88,80,89,94,0,88,BBA
1500,97,86,75,91,87,0,83,BBA
1501,100,94,64,94,95,0,92,BBA
1502,91,95,68,80,87,0,89,BBA
1503,98,88,61,89,88,0,81,BBA
1504,96,81,77,85,88,0,82,BBA
1505,93,91,65,81,81,0,92,BBA
1506,93,87,68,92,94,0,90,BBA
1507,100,87,60,82,81,0,80,BBA
1508,97,81,68,93,82,0,93,BBA
1509,93,91,75,87,80,0,93,BBA
1510,95,93,72,89,83,0,85,BBA
1511,94,83,68,93,93,0,92,BBA
1512,92,93,80,93,83,0,85,BBA
1513,99,94,72,85,93,0,80,BBA
1514,100,90,68,82,88,0,90,BBA
1515,91,94,70,95,88,0,92,BBA
1516,98,86,63,86,88,0,82,BBA
1517,99,90,61,83,89,0,84,BBA
1518,98,83,65,93,86,0,82,BBA
1519,90,95,73,88,93,0,89,BBA
1520,99,83,63,94,94,0,82,BBA
1521,92,85,65,84,81,0,93,BBA
1522,97,89,78,82,89,0,89,BBA
1523,95,85,65,81,84,0,82,BBA
1524,94,89,61,90,83,0,84,BBA
1525,94,94,77,81,91,0,92,BBA
1526,95,82,72,82,90,0,95,BBA
1527,96,94,68,81,87,0,84,BBA
1528,90,88,78,93,81,0,83,BBA
1529,98,91,72,83,85,0,80,BBA
1530,92,89,70,81,92,0,84,BBA
1531,93,93,60,95,84,0,89,BBA
1532,99,90,66,89,95,0,95,BBA
1533,90,81,80,88,94,0,84,BBA
1534,100,85,74,81,95,0,83,BBA
1535,99,91,60,88,95,0,85,BBA
1536,92,86,71,92,95,0,89,BBA
1537,91,91,66,85,91,0,83,BBA
1538,91,92,74,80,81,0,93,BBA
1539,90,88,80,83,90,0,86,BBA
1540,97,92,78,94,89,0,86,BBA
1541,92,82,60,93,94,0,81,BBA
1542,92,89,76,80,80,0,82,BBA
1543,95,82,76,93,87,0,80,BBA
1544,97,86,62,95,81,0,87,BBA
1545,98,93,71,85,86,0,88,BBA
1546,98,83,65,93,88,0,83,BBA
1547,93,92,70,92,88,0,85,BBA
1548,94,87,62,83,87,0,88,BBA
1549,91,92,67,82,90,0,85,BBA
1550,100,86,73,82,93,0,93,BBA
1551,98,84,73,88,91,0,91,BBA
1552,97,86,69,85,89,0,91,BBA
1553,92,95,61,88,88,0,91,BBA
1554,100,82,73,92,81,0,88,BBA
1555,98,91,68,84,85,0,94,BBA
1556,92,81,62,81,83,0,83,BBA
1557,98,85,80,87,93,0,87,BBA
1558,91,81,67,84,83,0,88,BBA
1559,99,82,75,81,84,0,83,BBA
1560,98,85,61,83,91,0,84,BBA
1561,97,84,65,88,95,0,93,BBA
1562,98,95,80,94,82,0,87,BBA
1563,94,87,71,83,93,0,91,BBA
1564,100,88,64,92,80,0,89,BBA
1565,100,90,61,91,87,0,93,BBA
1566,91,82,75,91,84,0,85,BBA
1567,97,91,64,95,82,0,91,BBA
1568,95,89,74,95,89,0,86,BBA
1569,97,82,71,95,95,0,82,BBA
1570,100,82,63,91,93,0,86,BBA
1571,94,92,74,92,86,0,91,BBA
1572,99,92,70,94,86,0,93,BBA
1573,91,85,75,93,80,0,87,BBA
1574,95,94,65,83,91,0,89,BBA
1575,94,94,73,81,88,0,95,BBA
1576,94,80,77,92,94,0,95,BBA
1577,90,86,71,91,81,0,85,BBA
1578,91,91,70,94,84,0,94,BBA
1579,97,80,72,85,92,0,89,BBA
1580,92,93,80,95,93,0,88,BBA
1581,99,84,70,92,84,0,92,BBA
1582,92,94,75,90,93,0,85,BBA
1583,97,89,74,93,87,0,91,BBA
1584,97,92,80,81,93,0,88,BBA
1585,91,87,74,91,87,0,92,BBA
1586,97,83,63,86,93,0,83,BBA
1587,100,84,70,82,86,0,87,BBA
1588,90,83,78,94,86,0,90,BBA
1589,95,91,74,82,91,0,83,BBA
1590,97,91,63,84,95,0,81,BBA
1591,92,93,80,82,90,0,89,BBA
1592,97,83,72,81,95,0,90,BBA
1593,90,91,78,89,85,0,88,BBA
1594,100,87,61,88,85,0,84,BBA
1595,100,81,73,81,90,0,83,BBA
1596,98,80,63,93,88,0,81,BBA
1597,100,82,75,90,85,0,80,BBA
1598,98,95,80,81,91,0,90,BBA
1599,94,88,79,92,92,0,86,BBA
1600,99,83,73,94,92,0,85,BBA
1601,93,89,74,87,81,0,94,BBA
1602,100,84,62,94,81,0,94,BBA
1603,95,81,67,88,92,0,81,BBA
1604,96,95,75,86,84,0,95,BBA
1605,94,83,69,82,94,0,87,BBA
1606,100,81,63,88,83,0,90,BBA
1607,99,94,77,82,90,0,83,BBA
1608,98,81,61,84,81,0,87,BBA
1609,92,83,76,88,94,0,94,BBA
1610,96,85,72,91,94,0,95,BBA
1611,99,86,63,93,82,0,86,BBA
1612,99,89,70,93,86,0,84,BBA
1613,100,82,66,82,87,0,89,BBA
1614,94,82,71,86,91,0,89,BBA
